3406,23007
1977434,21303
10158894,630
3549643,2048
1828919,415
10660307,21436
27831212,17608
4368737,21668
23534894,1763
20785469,242
10309771,228
26114457,21279
26083797,2237
26481918,6087
5954550,21313
4752313,17822
4790335,2020
5915737,23030
19353226,10
28887162,2141
3688945,7821
7370274,1636
10317669,17796
7896951,17747
1964010,23258
20175577,15838
25425325,22774
3116714,281
23552185,6252
28224520,21282
7173784,6215
9616755,22763
600406,21658
22308394,458
1249826,21252
29470500,23416
7164876,1966
28894580,23421
26641341,21222
18929083,23440
1964611,7798
28232623,15870
2966201,5632
6656082,17832
7344640,16223
602841,17650
594935,15655
5929380,21482
25438344,2178
25415537,21714
25228448,2182
21930992,15846
21717654,23272
21895323,96
2953488,6309
10294607,15656
20766291,43
10135175,4
7877471,7411
10128548,21482
7764630,16203
21758565,17777
20584683,15875
29041179,23002
6651492,16008
38369,21854
3156472,5895
7723074,241
26504752,17370
1994671,21718
6620722,16019
22286184,16062
6110866,22814
23127925,6092
4217678,7796
19370066,17600
10287640,17414
25960234,7226
10131049,15842
177874,1972
1449857,21634
28881788,5846
4222626,23449
18952511,7196
25418090,6034
1306615,2226
4752073,17156
25403086,268
21878708,454
22445392,276
727928,5658
28388794,17771
3678364,466
7874100,22943
5963160,1
26110753,5803
4396605,426
6675044,17328
23732089,1964
3530048,22798
23566077,7636
10112610,2053
3518771,22803
18814062,17833
10297127,17182
2981351,22846
6492408,23269
2997097,15636
6103211,7582
6667406,222
22478761,1549
25955000,7178
24848004,2052
23015162,17742
561217,15651
4198871,185
6081100,7381
19510103,21684
24839712,16236
28372498,23359
19495609,5632
5916349,6119
25272167,21853
4253900,7614
6087949,245
29616625,21905
28874600,17592
26137522,23180
25275145,5814
27661147,5714
6121896,17589
8896821,21273
18797674,7617
25975333,17335
28890340,23399
7181454,92
7761309,7662
20599971,22823
1963738,6034
29063661,22849
1268387,15842
8866245,1555
21876564,5684
26663920,17595
6075612,7790
22319144,1958
26660313,23260
561382,11
553042,7358
22453287,23184
7337752,1792
178173,17799
563958,21899
26107442,23264
23677930,23010
208508,17833
1427698,6220
28882274,17335
29637455,7204
26674206,6076
27629678,7794
9411377,608
25279233,5683
10154270,7360
20615672,5
26504816,469
9041168,21906
22999319,7218
200502,15607
27792341,21816
22999511,7388
18980970,16193
3111858,7816
21899533,65
27784396,6280
10301494,5862
1257445,17392
18934554,640
25259063,5854
29087096,15690
2966421,21300
9017313,22978
3128652,5864
6075678,1970
21716934,17185
6091307,6253
26531305,22774
20744069,471
9030631,22825
1851290,23172
2976403,2200
22324289,23386
29076891,15655
22985182,7803
26640991,7848
20727912,5868
19529174,15838
3505916,691
27781581,217
29481195,17234
1462690,16042
27808129,91
10271052,17608
4913927,510
10668199,2004
7869532,23240
29582975,22974
1821481,5814
29637693,2026
29583008,6118
18816890,17586
5916484,38
3550267,506
742863,15655
7331978,7226
3519652,1586
6102939,16022
20208957,7634
29457879,7630
3125818,7264
766290,21841
4399632,21865
20785718,15792
8866218,17370
27838826,1995
23004411,15779
1438915,7587
9426726,662
22447615,228
3139882,21453
6659155,21845
10834954,6215
10104818,7379
26505436,1600
2950474,22854
185938,1737
26687315,7172
28890321,17201
18975727,2045
28881513,22982
25937506,1793
22439582,21439
20615896,15816
602659,1742
23163392,23399
22990042,16014
29038545,2046
6482506,656
23159184,21492
4910917,15832
10826811,7259
4382174,7167
20761565,21906
29454431,469
10161753,23261
29432357,5812
25248712,250
3112067,22945
20050065,23386
21931056,22948
4767717,33
28904482,17336
4919430,2182
18769989,15866
25255933,16105
9056214,15684
20738643,16013
3519631,1782
23151578,22768
22462202,2053
23557854,7440
19377125,16287
9030474,448
18980871,17586
21925622,16073
6064825,7644
6507676,16247
27660911,5809
208749,21896
20569327,5632
4767904,1737
7912697,5707
22478509,23368
23141329,16018
9605659,603
25408062,7178
5923954,7440
2960496,21222
6664260,59
169903,7608
20034756,22999
7745588,5855
9570425,242
28221702,21819
19358741,15791
10865723,21712
20603056,17798
28909262,21862
4913937,21845
22445316,22859
3158649,455
19482576,640
21899862,21661
24849961,17830
28375895,1990
4941463,5832
22999324,1740
8871555,17410
20576561,17154
759185,17174
3139960,7641
3703936,15661
20024480,21219
3681501,7227
4218426,23420
26118976,7802
25263316,7347
6474548,6310
6617374,21309
22281102,2180
1964618,15816
3156134,22977
26531787,6116
7740766,648
7920590,1774
21758274,21816
23158387,21817
8866158,7384
3150970,15778
20782703,22768
20185699,6224
25391759,2146
2984145,5886
24831842,5709
25937299,1583
19051,1785
23163759,16106
29426604,422
5924821,2056
23560666,1796
7201462,7619
3004437,23209
19510196,17823
19489960,23440
20209015,21439
2989068,23172
10302275,5836
20039603,1578
10823983,21632
26096958,23226
200356,1608
3700552,16244
9033156,15864
18782913,7383
738798,7854
23166108,17242
9591242,22997
22459659,22826
10827023,23440
4779096,7770
739364,22760
27091,22819
23140894,2052
2989046,17155
3670145,21410
3128290,23354
29057327,22804
4921629,1764
10145264,1584
22992875,7409
26690951,16045
24721547,1814
579688,15823
4206557,5712
28334797,37
29432266,7847
10313320,15660
21925508,16054
7332071,23445
10287060,15664
24886049,1968
19512959,6302
23573553,17648
3142510,21437
1256911,23259
20607320,21410
5960242,657
3158492,23394
6648015,7409
23006900,22774
26485096,16099
22324348,22974
29423920,1766
9446392,21308
7170719,2232
9605645,16249
3155628,7640
27677162,2200
21755824,23182
5913231,16193
4384932,458
7882098,17387
2018285,17557
719720,1820
6474147,7389
26500356,2206
6081001,636
23685691,23234
4198846,5632
24729286,17416
20047363,1788
19350722,23397
26099145,21694
22439974,2235
1802520,21311
4798410,17143
3703886,22982
28334822,228
29590928,7177
25243862,7576
1859495,1560
27630523,2194
21933348,6044
9030445,17640
4377534,21658
3522440,17642
7762198,17798
10691202,17608
7195544,68
21728100,21409
27797828,1584
3700487,653
6075008,15812
1964001,23440
22966336,23007
7920915,21400
19323240,17774
28368049,1768
20071019,455
1275962,21672
28878859,22850
25932164,685
20607355,5673
2015239,7208
26485254,21895
25937315,17421
29423902,16196
2960743,21666
28902158,16204
8896865,445
24696634,17207
1298635,5704
4919044,21907
18805348,220
23530064,22977
3521563,22980
9408866,17237
743260,1601
6505309,2236
28191103,16048
28337025,15818
27061,17179
27663222,17204
25971219,2234
29084876,23450
26641506,215
5960261,228
9457564,651
28208514,22955
27663248,21808
25959951,5708
27838937,22818
7714976,5891
2957645,5866
9570437,415
29087385,5620
20607426,22828
20730640,5896
175165,17383
3716191,21459
10263195,16286
6508348,7202
603130,1782
4253398,17336
27322,21276
23573140,5854
7764204,17386
28224567,17558
3537006,21222
24674976,2025
23565744,16204
4768565,6089
28208927,1782
7762181,21496
26521345,1817
25384662,1796
27637959,7383
1820845,5630
4407322,22946
8855199,22760
3159296,6279
1980219,21277
10296658,225
28373109,7408
26096137,444
25394640,2202
9594040,17565
20607349,2020
20047273,23266
746273,7224
1272893,22801
22301002,22848
18770270,22979
20039604,21214
22992755,22985
26492744,21305
7177896,7853
7324052,1603
22281078,444
7347513,16068
3148119,6084
28337402,7766
1282695,15599
24729302,16285
24719275,5814
7748432,21439
26682727,21690
7340576,22953
20736418,1603
1252347,17208
2988260,194
3521603,7587
162450,7383
766636,5889
10826730,21846
8904754,476
20027010,241
26099696,23354
6674353,685
23724620,7384
25384637,21872
27641510,16065
20042946,22956
23527201,5865
10301770,13
19375006,5686
20175265,5899
20073281,15820
8896836,22980
579432,21658
21727404,632
29609947,21812
4965676,17196
25228448,21219
21902597,7854
25241046,17771
7740998,21482
26636398,7580
21767029,2176
1979820,22803
18945332,7221
10865639,17184
5943520,23212
10287533,16232
1455298,7612
29622065,5834
21736390,22857
1992097,21222
7323726,32
20050081,21667
9455091,7826
20731194,5626
4921412,5618
2989037,21712
9616795,43
7337385,22803
10287084,21482
19535991,7584
7209278,5672
23174270,21217
162479,21279
10282069,23451
26137478,90
29037780,1990
26636684,23226
22293929,6035
20043119,17383
7340305,22974
1288057,17790
24886252,23185
21887307,2232
19520351,17822
23151539,6224
28365184,17332
1836141,21864
29087661,7634
29470667,16282
1290476,23452
27649116,23005
6496398,5854
7889813,1826
18967515,7432
27804938,2145
22989940,17591
23552069,5626
3133328,509
4245670,1736
3140276,23180
4218484,17790
27797311,15780
21906508,2145
23704734,21219
21922838,7818
27655714,16223
1977530,1820
4217715,1774
20576548,16195
29447687,23216
7316906,1816
1249191,21724
3536356,23421
3166156,7844
4967902,21254
4778235,15628
6122147,17778
20610022,1828
7324271,6116
20191777,17365
3680882,17600
3559894,21302
20761252,16066
1818353,21399
7185529,15784
29068901,7790
22286255,15636
7876734,17779
10843338,15650
23549786,2053
10122988,1589
29585686,5896
29458150,632
10106813,5626
20600137,458
26656875,7612
46824,16258
23543057,6258
25392304,21867
3692724,22857
28381341,21683
27791809,17230
10320860,6244
599608,43
18767022,7853
1424758,648
4751755,5843
4929560,21401
21748317,15874
24680147,6044
10294249,21482
9575274,1555
769190,21254
23127998,7590
6461700,21664
26528824,21308
1969462,7360
1424289,21488
19339133,5835
5943649,15781
9434735,17366
20775193,17366
18936825,21304
7370609,5897
26106638,23416
25225311,7264
23701395,17384
18814089,21272
7737654,23264
6466633,41
22973493,1826
28873792,632
6658405,7224
24834896,7226
4225302,17332
169857,5680
4237217,17614
20073778,7795
4209712,1643
20600241,7173
10854595,23263
21914481,16234
586455,16232
7892845,1783
7921004,5712
4801419,21224
22280458,23180
27797551,17414
7351751,6269
27663148,17202
4768568,2012
22976508,21482
7740806,15864
19351279,2054
28897992,22956
29071386,23443
10824442,1958
26687366,22815
10293744,15846
23166342,6310
20232077,15610
20016088,17778
29041157,423
1985186,21278
20728384,22806
20572112,46
25251449,2143
4921615,5814
7900414,23232
9014757,23007
18967727,22859
5916013,242
7726440,182
27831225,16290
2957971,15782
3004212,220
28375417,23386
7178346,21434
19533404,17831
4929860,1990
4949183,16068
6492052,21247
20229551,16066
23529708,6269
19487484,1728
4230152,5631
20229766,7360
3711616,457
23158826,686
2007632,423
10684172,6266
7165516,17362
22303814,1785
1843094,17204
23576053,17825
8871084,15841
20024181,2229
2983342,5672
6482492,16254
3688937,21841
25266713,17416
10304831,15693
27656235,1826
10289678,5
169842,23441
3693073,2153
20731255,5715
23542648,7826
23156359,7384
23534674,220
7360360,15688
7756644,17237
29462460,7221
24888878,7662
22319997,23394
22303487,7762
25434105,186
4360794,7634
22303737,5658
586715,7221
5908874,6245
7800,17242
6643932,6304
18936557,7636
26492799,15832
10320774,21455
10656,274
1832536,7790
594136,2004
7316589,23264
9621921,1636
26113657,6221
4245426,1970
9608781,23002
6114253,23177
29431594,16195
6484895,22857
27838941,23368
10871050,6272
10317904,17183
22462750,2236
21933355,5686
6641403,16288
4792882,23414
1446384,17640
3109578,7631
18945339,5895
6647801,17389
20224549,1600
20034670,33
25248713,6306
6064572,22825
1249844,225
10153735,16276
19517809,6254
4968705,480
9442160,458
27835468,15642
5913654,22822
25414929,7230
8881804,187
4412230,23416
22455611,15810
26113674,509
7745893,2143
4391352,21430
26528867,2001
10846686,1990
23158511,7201
29637174,23210
28928287,17413
9055402,1608
19510107,7822
715135,1793
9593844,7854
29606603,17422
22436831,597
20224993,7252
10858034,22954
3686373,632
28391881,7642
20769629,89
7746118,22798
24714101,7403
20579318,21496
19322685,15784
23128470,43
1463096,15632
25386991,7218
23155822,2186
27804726,17412
3692618,21870
26474143,5707
4919285,16276
7748427,21876
9574813,5854
5923928,689
18950445,5868
23701930,17356
170292,15651
6111155,16021
19534082,7582
23148809,216
34315,686
9418603,7357
24864881,652
20057003,188
3505978,23452
20592630,17741
18952482,1814
25970410,2229
7172983,680
19495637,17804
21933233,22769
7371108,17142
216478,15816
2949936,15688
10270925,2001
29630103,17828
21720436,7164
21910182,21219
25408297,17356
22447833,21274
18797799,474
39126,11
8889115,17382
18806060,17155
26680392,1769
26135198,21436
10135524,6070
610001,1766
6624876,7360
20774454,15685
3112103,6094
23711268,7202
23727135,2231
26110975,7587
20229806,23218
18769820,21214
23020944,21814
21900317,21225
9454771,22804
19350775,16105
4392038,23181
47397,23422
20761619,1820
1280375,21219
7723295,17614
7313439,1557
600341,2204
9608492,21639
22476219,16103
20595326,17830
23529284,651
24872592,7790
10823730,22826
22436845,225
2965910,23365
18934291,23186
24722081,23417
18806154,16012
27669413,15843
26477360,21309
7710368,23408
18772,7800
1249080,1787
9053163,22792
9427529,17392
19481749,7358
25272072,2238
25975881,6272
20026704,1638
20607941,6041
1968973,15602
4368462,23264
28194288,5673
23557588,17362
23565343,694
26080316,16258
4223390,1972
29583748,7758
25441488,15832
4389457,5806
29629797,1825
22319216,11
8901972,7354
742898,22956
3514101,2022
21740521,5834
24877991,7635
20758446,7164
18814160,1972
28224520,2172
1298366,17774
4209380,17416
193195,17598
20221556,16040
27819370,2235
24839190,15778
23549810,626
6516057,23264
23527127,5676
18824642,22822
4240016,594
9418576,22768
25235848,23395
23572941,23258
25271892,15610
24850458,15660
20206351,22823
25235750,606
4798884,17562
25937512,23440
22278265,23419
20027266,21282
26521014,608
20031846,22768
39220,2200
7899872,21260
29582852,21714
3693155,62
28199418,23036
24869864,15628
21910012,1643
27668879,5655
10138286,662
1296426,7400
9022730,1796
26652562,1774
38340,7641
28895179,7622
3004490,7816
2980878,15813
28353561,7227
9063616,17182
20738466,6277
5913458,65
22439931,418
7745951,6098
27638012,7638
10134666,1554
7718194,6121
20070985,23264
26649257,23238
22976824,17827
22431867,7636
29080039,7252
3148214,16014
8909999,23184
26107115,242
1810316,17234
4237182,1994
4381902,15664
3510631,15639
26521054,16198
6512374,16236
715151,16072
4245648,6275
6465989,21496
20201398,15820
183377,6092
27811674,22815
23696794,15832
6468603,1962
22460013,23007
20739226,17642
8863140,6280
10835303,227
10857128,7389
19529044,5812
21925421,651
20205869,5655
29593512,5659
22316821,7850
25384159,6276
25411424,22760
5905427,17565
186419,17745
27811778,22764
20015894,17562
25279268,6031
22444815,23010
20065837,15820
6476961,7622
3688880,2140
22301218,220
21774250,22806
8893709,2172
20615860,23226
11176,7403
4809701,21439
26113662,7801
29434594,7382
6636237,480
28344990,23443
1813189,22820
28367498,17803
20588374,21268
4809681,23446
25948046,23272
10832793,7228
20626159,16076
18942805,7346
28213495,16222
7892862,1763
22289119,9
21736417,5676
19353825,15812
3557935,2152
7331940,22803
3136063,21224
7162161,7844
26484430,6280
28361071,7262
24834884,21902
1985172,95
2953594,15786
7346683,1817
586463,16099
10263933,21450
21741363,7670
27819409,5814
9061531,16202
25415210,7173
28380516,23400
10854409,16094
50258,22826
26633098,17180
21909971,6044
27668914,21220
8913041,7644
22968642,17357
19353321,17568
29621852,7259
25422987,1783
8857893,21811
29630045,6278
4404733,23212
7912672,444
6633683,16227
580144,22996
28898165,17383
7173754,2194
745481,17185
2968725,16008
2949926,17391
7715065,6044
26080876,1765
9593600,16277
20593228,23272
24730033,7850
20046468,7358
7912882,7609
9597944,22956
4229746,23413
22324581,1644
25959911,23386
3701087,1644
20186055,21810
25224970,7670
28897716,16244
24847740,15810
22277728,17389
7340218,17183
20576548,22855
178184,21428
20205692,21903
3518877,16065
6515838,5650
23132634,6270
9419055,23212
5924535,6309
7178373,17564
759393,17367
761938,15813
20054827,6073
18952815,5704
29450382,21850
742907,631
28206357,22800
22319362,15864
21774561,23182
6105763,17778
1821194,17199
10676428,23449
28213978,2180
23023112,16285
1457554,17795
7173741,17773
24855691,17174
5912960,6068
9432142,680
41410,1608
22319766,23272
18952580,15636
6658398,686
22277766,503
9458237,5712
3128290,7814
28917708,444
26111051,17328
7761820,1791
3719533,21811
25425299,21854
21755447,16044
19533515,426
9462845,2049
28178260,21627
8863095,17328
10150693,21218
1994399,17413
1994965,7436
25403147,5814
1304072,5713
1439582,17802
19510065,17826
26531342,7622
754032,6247
18957269,7616
7351602,55
29443085,7639
19506025,5896
9442018,23413
4365745,5814
23735417,17238
576784,7761
23522017,17370
23545942,7618
4358268,16010
27831231,17154
28334294,17804
20213265,60
25920996,23240
29064082,92
19346583,17822
10321072,21246
29610105,629
1810226,7355
25960234,23392
19374980,17378
7756689,5628
10123126,7378
20769238,6125
21733380,7790
21925626,21272
28388251,21459
2983887,17367
4412564,6299
18800645,22846
19478894,7670
28925458,17336
6074819,17770
3502817,214
7896765,17238
4389440,272
18980871,15846
29629729,6125
10161235,16054
19374354,1990
4965643,16016
9408584,187
7370947,16285
6083919,7852
20744328,17360
8858214,21720
28333991,7391
20039607,7582
23575763,21902
6474046,7608
22288994,21277
3695300,21903
25967859,16076
18770057,1586
23128554,21247
18783657,17361
19343588,17611
23685712,5888
7868896,6066
7723042,23234
3125622,6254
3150116,6044
6098319,1961
4941750,23397
6072000,17600
25259039,21300
7192992,6044
29599084,23204
1299175,17836
20031814,16202
6508017,7229
6671660,21272
27649336,5706
19520621,7433
22317058,15870
19369993,7758
9424787,17365
4911028,444
23165974,277
29030802,22945
29087349,7443
18775455,1610
21763435,7379
25400789,15787
10873200,21453
5952377,23042
9465137,691
1306189,6044
29613502,21302
2949920,444
20191532,2208
25282089,15835
6672309,15652
6628514,6269
22483426,17565
22982351,17828
6667407,23005
1282520,2203
169706,412
2960748,54
18983106,17388
23529950,16195
28342258,6116
22982269,6125
24672668,7631
28367449,22985
18944839,15639
24886292,23422
759421,23416
20040169,17777
3560248,16276
29032934,6269
4949745,7663
18973187,22850
28890204,17773
5921142,7798
22286313,638
28375993,15818
10142912,21822
25395416,89
25392361,23263
3541197,38
8902424,21249
27819664,1608
7749019,7403
7707635,23039
23179916,21400
9033230,21428
7368072,691
25279485,23174
3164072,1586
20769815,15823
26687293,60
26649729,498
1462917,21634
25433705,1785
7866193,15654
25279572,5800
29084600,7638
22296738,1736
1283031,6044
8909364,17614
20593295,21274
4381926,21808
20016186,15816
39211,1764
21724815,21868
7733690,2227
9606178,1790
7173457,1612
8913048,276
26659586,6212
4389226,5684
7757258,21450
7745860,7165
19510125,22982
25924170,21694
1419351,23226
159208,6116
10143185,5900
28895149,6309
24721452,21313
3007534,23006
26490707,21496
25962438,6298
7359998,15835
24691699,21634
26137176,1636
22478475,7201
24719332,23238
19528618,23397
6482272,6254
18791175,17233
9462776,7360
23023154,1583
1423979,17182
9052484,17568
28871015,1550
27660410,23360
25434210,5811
20758983,15639
9446924,16022
24862134,1592
7321201,21818
5921704,17619
27646306,22954
1805440,5806
190310,5854
3681464,7408
21764070,1971
10145936,23416
20593003,23451
2976709,2153
4911712,17559
23705037,7798
2949941,16276
8871902,17150
2953547,23218
4914199,21662
20727849,7644
21724802,16290
26096818,648
28895450,21482
10815986,5619
6095448,6033
29621971,458
25387624,16019
25244400,15691
20016674,7379
561524,23264
23179663,96
20216759,21634
26111095,5681
28870884,7644
7920710,5672
27792241,274
22470842,21714
5955099,7631
20057018,21442
3560527,94
9038667,5834
7748447,90
3518738,17142
10668023,21811
20193828,22795
18783123,17240
25274379,7580
9053314,15685
22437100,1742
26683014,7630
20024165,17618
21892171,16230
4412230,15634
25962526,16236
22997272,21302
26690454,7351
7154773,17358
21764007,23448
560935,6253
22429592,16008
29640034,1612
9033489,7223
27656027,1961
8858199,68
769636,17186
25259310,23269
4391609,657
20224466,22988
24870113,7582
20569605,1740
22445525,2208
28201915,6245
28897908,23261
38660,17555
27676272,220
23012440,7820
23719735,7360
10673159,22774
10703789,7642
28925320,23176
9408055,21482
25264155,2176
3527321,1578
7899821,1968
19344354,21814
19502808,21246
6620490,1772
4248304,498
20730640,6034
1859239,499
28216299,17564
24834874,23442
27633147,1555
24842514,7790
9416502,1550
18945075,17799
26507389,22954
23141387,58
577354,7406
8910198,7854
20209052,21272
20213291,16049
18794162,6062
20016492,7822
759102,7799
5943604,7638
22475949,23386
7313203,7670
9069101,1635
22436699,5854
28334572,1964
57911,22846
25387704,7198
1999274,6042
23526324,469
7726339,1610
26687299,7208
24849912,7635
25279869,21822
21733323,21300
6644509,21402
29442538,16195
21925943,7639
24842580,1970
25959892,7844
3703327,17143
21743305,2200
10711307,17768
23125435,21671
8905081,16285
20758716,7403
10827258,5888
4957961,22855
19374626,692
1977723,7346
16317,17330
28887206,17831
25928730,7250
21774773,22849
9570156,637
23020162,15874
7316885,6070
4214839,186
22303470,21720
20182890,23258
4374430,7200
3139897,15833
22981971,22980
26121804,17329
3541958,7253
29448049,23451
29432174,2143
3128055,7169
22467954,21268
29030235,15789
20603056,274
9462833,510
29602508,15634
19331230,7391
10707146,5854
29030883,23180
22984884,22761
1275450,21314
7344073,7408
8493,17188
23552848,17611
9060716,1991
719718,5862
576593,17591
27822328,16258
20774650,220
7354902,16288
4248770,6043
4392001,6044
23158511,37
29077116,16021
10667983,7165
6656376,7252
4799111,16202
19328353,450
29457523,22984
4207347,5886
759116,7400
9038608,21686
28350185,23002
29470906,23226
19358506,7795
3518966,22848
25967813,16108
5936589,7799
4913661,1770
27788780,2194
762262,16020
26512513,16285
2981096,21904
21923306,7644
20782476,15818
6496945,7666
20602306,469
3685828,21668
19503184,1964
9424796,1643
9415981,6253
4358300,2
6633228,6092
7877389,21218
29630002,59
599591,228
23542313,452
4407878,16040
7363146,504
22296392,6068
29473714,5813
7185016,7817
22470171,2232
21878969,22945
2983483,17825
6477726,2205
24674899,21220
18777675,6308
4209922,2238
23171765,7200
27805009,7761
25970988,182
712523,17568
610609,21812
9418810,16105
6628453,2236
25952435,21219
24855427,7388
1435311,6042
23686187,680
22280249,17183
1431945,7632
4770711,7622
7173495,7812
25274578,16247
7876961,21306
18983444,7210
9424490,6043
18975651,21896
10123536,16054
28901514,7358
20055108,5805
3120378,5868
22467662,15874
1268548,23042
5951888,5888
9605405,5681
25400599,21301
29585980,23450
23013113,7352
4768298,7790
6627762,23414
20183247,22824
25944804,17335
21719905,21840
5955223,7614
29624127,5842
4911588,16285
3560682,5806
29447546,7634
6644489,17611
7717844,21688
23680839,21845
21767124,17156
1810095,192
18973498,7816
3536833,277
28353237,1734
24834821,239
21925551,455
576580,7825
29637185,1793
769195,236
27822849,23395
4377574,7347
29470961,15688
28890457,7672
29480866,1818
3716744,7414
7723584,15814
27828474,15878
4770616,22795
9575277,1560
7723218,17154
27804840,21672
20761279,22857
21879265,6044
3163813,5832
5952059,7409
23537629,5708
19327642,5810
10263110,6084
24855636,691
7354932,21279
20063358,17358
20576786,5843
18785953,1785
29470944,17562
6064907,21638
23680822,7854
6484890,21228
23680635,17827
2950276,22847
1802095,16224
607486,454
28213188,17156
28358144,22997
4202578,6250
3166158,7199
18791203,6075
26476724,1795
7313331,1760
10873852,17180
22437047,21410
3534275,7587
27664014,54
26096086,7172
1818426,218
10862575,17185
736293,6268
7363159,5895
29079681,21722
9574851,2044
22968644,15663
1851290,15878
10104609,22997
1969309,15846
29077104,15824
3135834,507
3673292,22825
29594066,6275
4360870,62
22483377,17567
3163408,23408
21909412,21437
20744594,15629
4786002,100
7733554,7576
7740524,5685
20066061,21220
27653268,45
9427250,7355
19533976,7406
712091,1560
28186005,21399
19479446,7622
25937814,15836
22483430,21715
736278,7434
7201039,7360
20213626,13
4918884,1815
23151834,458
1439449,631
3140481,21308
2991138,23421
714884,458
20785187,17557
27630501,1610
5946454,7175
19486622,1820
6105486,6089
2965915,23229
26666450,17776
21876442,17378
22965748,5632
20206423,6247
22436612,17644
9458226,23004
27660894,1999
27632721,6308
18959810,16224
20209243,5837
21771224,5626
7354395,16054
29465068,6073
3519630,21486
4249052,1731
6098381,5661
26675012,1766
20769015,21491
3506212,21408
10289561,7798
4206899,597
21717045,23038
1441846,653
769641,17156
8858479,1963
10672930,7638
9462224,22980
23519215,15838
4253266,423
10904,7630
7710111,6094
23542934,16009
29602170,660
4767813,1546
24680016,21219
3513302,23002
1832842,23452
10279383,23172
16537,23386
1992208,21488
20019224,17822
3139853,7348
50320,16190
19479129,1633
24706072,17598
28352920,23182
28202212,15664
3112336,17411
10857748,17595
3155788,23422
10153439,23037
10266189,2049
38461,16190
6466536,7630
20224979,21270
25400310,1763
20205867,242
7726379,1790
6628530,22806
50005,21632
25411410,6033
24854844,6220
29064204,15819
1268043,17620
4198968,16049
19513132,5673
21735924,457
23015810,7853
1306596,2208
18824852,7226
19510162,1601
6097935,605
10673139,7761
8858014,16105
3513985,15838
9446836,7401
10858034,23442
28879452,42
28224466,651
6515688,23452
21725430,22950
20569356,16072
5962885,5655
26135003,16222
7187811,1632
20198940,21808
10659806,62
4256259,17822
1465745,21305
2950038,7435
8886606,16102
22483606,21270
206283,17388
18942067,17383
18964385,1820
3541773,5652
29030097,16286
19328365,2046
3125543,15683
4792892,23034
9438611,15610
22981966,7202
10832163,5629
20626200,17156
26118460,1554
9061626,21302
9438666,5868
19486917,508
21724539,17652
29622099,2200
27784438,21306
9069087,21900
9408567,6306
3527348,21820
5928946,1734
28342182,6044
4937840,15778
21925836,15662
25438573,7849
29079382,6034
4248604,5623
23166844,17210
26090954,1603
3680675,6041
26512762,16289
23719232,17237
29585904,17336
3510502,23208
25924463,7772
20175753,691
21733551,21850
